Year,Product Name,Profit,Loss,Total Sale,Total Manufacturing,Remaining Products,Total No of Workers,Salary of Workers,Raw Material Cost,Production Cost
2023,Kurta,38409,0.0,76818,38409,100,126,630000,33455,29281
2021,Kurta,39517,0.0,79034,39517,60,269,1345000,44221,13927
2021,Pants,0,21531.0,65609,65609,97,216,1080000,20663,17499
2021,Pants,50475,0.0,100950,50475,120,223,1115000,31640,21200
2021,Dupatta,35327,0.0,70654,35327,142,154,770000,20321,29491
2020,Saree,75344,0.0,150688,75344,53,206,1030000,32845,12231
2020,Dupatta,23671,0.0,47342,23671,135,125,625000,36988,18258
2023,Lehenga,90477,0.0,180954,90477,118,115,575000,32370,12080
2022,Kurta,98002,0.0,196004,98002,124,208,1040000,41075,15286
2021,Shirt,70756,0.0,141512,70756,93,207,1035000,43703,19739
2023,Shirt,64959,0.0,129918,64959,117,189,945000,18426,27652
2020,Saree,90124,0.0,180248,90124,80,200,1000000,39310,14691
2020,Saree,0,38783.0,69535,69535,55,255,1275000,18530,16762
2022,Shirt,0,23236.0,54110,54110,90,257,1285000,46293,28258
2022,Saree,96347,0.0,192694,96347,40,225,1125000,36078,10601
2022,Kurta,38733,0.0,77466,38733,79,221,1105000,15978,17044
2023,Lehenga,74211,0.0,148422,74211,57,188,940000,34191,22393
2020,Lehenga,60696,0.0,121392,60696,73,272,1360000,21875,12582
2020,Dupatta,68093,0.0,136186,68093,129,246,1230000,20682,21042
2022,Kurta,67042,0.0,134084,67042,100,112,560000,22707,10095
2021,Saree,73516,0.0,147032,73516,139,174,870000,27089,25669
2022,Saree,57487,0.0,114974,57487,60,211,1055000,14847,18425
2023,Dupatta,60849,0.0,121698,60849,40,250,1250000,30728,22976
2022,Dupatta,34550,0.0,69100,34550,66,113,565000,20532,14677
2022,Saree,0,40093.0,93982,93982,90,197,985000,19316,23517
2023,Saree,0,14147.0,57207,57207,50,203,1015000,48102,26164
2022,Kurta,0,28515.0,98637,98637,141,250,1250000,33851,29192
2020,Dupatta,0,38270.0,83074,83074,53,267,1335000,19791,11235
2021,Kurta,0,12759.0,91664,91664,131,163,815000,47298,25239
2022,Pants,21924,0.0,43848,21924,94,286,1430000,10238,18187
2023,Saree,98183,0.0,196366,98183,66,119,595000,35723,28906
2021,Shirt,49018,0.0,98036,49018,61,259,1295000,22805,25032
2023,Shirt,41031,0.0,82062,41031,60,177,885000,25072,23807
2021,Pants,85164,0.0,170328,85164,63,123,615000,30628,23126
2021,Saree,0,35316.0,70876,70876,58,145,725000,28488,26936
2022,Dupatta,69573,0.0,139146,69573,63,117,585000,20395,28971
2020,Shirt,36719,0.0,73438,36719,65,210,1050000,30052,17966
2022,Dupatta,29718,0.0,59436,29718,64,193,965000,14631,17700
2023,Shirt,20056,0.0,40112,20056,84,275,1375000,28546,14065
2023,Dupatta,35352,0.0,70704,35352,147,241,1205000,24939,18722
2021,Shirt,67820,0.0,135640,67820,68,281,1405000,16474,25374
2021,Dupatta,0,12876.0,58869,58869,113,248,1240000,47229,23933
2020,Pants,89073,0.0,178146,89073,50,197,985000,46333,20363
2022,Kurta,0,23332.0,81689,81689,63,104,520000,38193,23616
2023,Dupatta,71969,0.0,143938,71969,63,227,1135000,29317,13089
2021,Kurta,60194,0.0,120388,60194,51,258,1290000,45876,16227
2020,Kurta,66556,0.0,133112,66556,46,294,1470000,43232,14800
2023,Saree,66775,0.0,133550,66775,79,186,930000,20226,10917
2021,Pants,0,19903.0,93872,93872,120,219,1095000,37361,21451
2023,Kurta,59883,0.0,119766,59883,138,286,1430000,45688,24703
2020,Lehenga,0,46130.0,62185,62185,109,271,1355000,15909,12067
2020,Kurta,85795,0.0,171590,85795,115,163,815000,32362,24074
2023,Dupatta,40872,0.0,81744,40872,118,193,965000,16629,12404
2022,Kurta,94327,0.0,188654,94327,135,269,1345000,26782,18963
2023,Dupatta,0,19198.0,91170,91170,62,220,1100000,11075,23906
2021,Dupatta,64537,0.0,129074,64537,110,199,995000,17598,29257
2022,Lehenga,36860,0.0,73720,36860,77,265,1325000,41633,24393
2021,Kurta,90819,0.0,181638,90819,70,234,1170000,28246,25413
2023,Kurta,50743,0.0,101486,50743,68,158,790000,37855,27100
2022,Shirt,62559,0.0,125118,62559,83,168,840000,31922,19272
2021,Shirt,0,47771.0,70878,70878,67,297,1485000,23771,25963
2023,Saree,52205,0.0,104410,52205,115,148,740000,28950,16429
2023,Dupatta,37645,0.0,75290,37645,130,110,550000,21432,12556
2022,Lehenga,91859,0.0,183718,91859,107,200,1000000,37325,11457
2023,Shirt,91473,0.0,182946,91473,60,229,1145000,36560,29985
2020,Kurta,70734,0.0,141468,70734,48,209,1045000,48027,13837
2021,Saree,50431,0.0,100862,50431,88,126,630000,49258,28812
2021,Lehenga,0,25732.0,51396,51396,137,243,1215000,30537,12695
2023,Pants,37882,0.0,75764,37882,76,163,815000,38343,14511
2023,Kurta,98539,0.0,197078,98539,60,293,1465000,26125,20373
2020,Kurta,0,30487.0,53460,53460,99,276,1380000,10657,17029
2022,Pants,0,11781.0,87121,87121,62,189,945000,30438,26341
2023,Dupatta,64828,0.0,129656,64828,127,115,575000,36086,13762
2023,Dupatta,27228,0.0,54456,27228,49,172,860000,41184,10222
2023,Shirt,0,23412.0,95389,95389,141,279,1395000,19577,24450
2023,Shirt,0,41554.0,79020,79020,109,215,1075000,41085,24661
2021,Kurta,0,41485.0,93240,93240,60,232,1160000,40912,27398
2023,Kurta,90908,0.0,181816,90908,140,263,1315000,45382,11018
2021,Shirt,58918,0.0,117836,58918,68,106,530000,10771,28680
2023,Pants,30920,0.0,61840,30920,98,160,800000,41730,18417
2022,Shirt,47785,0.0,95570,47785,79,195,975000,28958,14582
2020,Kurta,45178,0.0,90356,45178,60,256,1280000,49125,15269
2022,Lehenga,91997,0.0,183994,91997,125,219,1095000,31099,26068
2023,Kurta,34052,0.0,68104,34052,138,294,1470000,28381,21319
2023,Lehenga,92868,0.0,185736,92868,102,257,1285000,44850,16353
2023,Lehenga,0,36654.0,57676,57676,85,267,1335000,37004,14411
2022,Kurta,20327,0.0,40654,20327,44,130,650000,18963,19778
2023,Saree,0,43145.0,87312,87312,54,147,735000,49131,14495
2022,Shirt,95614,0.0,191228,95614,144,190,950000,11163,19707
2021,Dupatta,0,48813.0,53148,53148,122,105,525000,16941,10768
2020,Kurta,28048,0.0,56096,28048,119,289,1445000,32792,28557
2020,Lehenga,34954,0.0,69908,34954,79,128,640000,14882,22618
2022,Kurta,77541,0.0,155082,77541,146,236,1180000,26285,15290
2021,Shirt,65471,0.0,130942,65471,126,281,1405000,15056,22392
2022,Pants,88315,0.0,176630,88315,43,183,915000,13693,22193
2021,Lehenga,33225,0.0,66450,33225,124,213,1065000,32060,13292
2023,Dupatta,33531,0.0,67062,33531,63,238,1190000,37926,16111
2021,Dupatta,90871,0.0,181742,90871,81,118,590000,36955,17224
2021,Dupatta,0,26665.0,62272,62272,65,173,865000,10772,25911
2021,Pants,79035,0.0,158070,79035,145,232,1160000,10723,28464
2020,Saree,44791,0.0,89582,44791,105,202,1010000,27602,15227
2021,Lehenga,21649,0.0,43298,21649,143,169,845000,39302,28496
2023,Pants,33472,0.0,66944,33472,47,194,970000,23354,13147
2023,Lehenga,88398,0.0,176796,88398,112,117,585000,39651,21309
2023,Pants,47134,0.0,94268,47134,105,120,600000,47305,13947
2021,Pants,86453,0.0,172906,86453,117,242,1210000,42698,20689
2022,Saree,32444,0.0,64888,32444,59,286,1430000,19923,16051
2022,Lehenga,61121,0.0,122242,61121,105,105,525000,19844,26106
2023,Pants,58217,0.0,116434,58217,107,123,615000,17975,19141
2020,Saree,0,22926.0,50827,50827,138,159,795000,35477,24258
2022,Kurta,88347,0.0,176694,88347,94,127,635000,21388,17475
2021,Shirt,56189,0.0,112378,56189,117,173,865000,40192,10404
2022,Pants,94826,0.0,189652,94826,124,122,610000,18036,15755
2023,Dupatta,83477,0.0,166954,83477,118,178,890000,23088,22061
2020,Saree,55489,0.0,110978,55489,78,145,725000,33506,13720
2022,Saree,47284,0.0,94568,47284,89,211,1055000,12399,29190
2022,Pants,0,29303.0,52655,52655,59,136,680000,31339,26671
2023,Saree,63660,0.0,127320,63660,109,241,1205000,42091,14167
2020,Kurta,39637,0.0,79274,39637,67,147,735000,38539,11818
2020,Saree,68024,0.0,136048,68024,82,177,885000,27758,14649
2023,Shirt,80405,0.0,160810,80405,105,298,1490000,49052,21484
2021,Shirt,0,22356.0,93105,93105,67,214,1070000,41913,11940
2022,Dupatta,53556,0.0,107112,53556,137,135,675000,21488,11067
2021,Kurta,89561,0.0,179122,89561,117,159,795000,43513,10989
2022,Shirt,0,49752.0,95517,95517,112,281,1405000,40940,18480
2022,Pants,23654,0.0,47308,23654,62,178,890000,31868,16143
2021,Lehenga,60428,0.0,120856,60428,147,212,1060000,40832,22086
2023,Lehenga,58036,0.0,116072,58036,74,290,1450000,36069,13107
2023,Lehenga,0,46362.0,58691,58691,61,196,980000,29904,14633
2022,Pants,85355,0.0,170710,85355,44,210,1050000,41791,27558
2023,Saree,82119,0.0,164238,82119,99,147,735000,29806,19997
2022,Pants,66257,0.0,132514,66257,80,219,1095000,45923,25639
2023,Saree,35987,0.0,71974,35987,68,249,1245000,36576,23686
2022,Lehenga,0,22624.0,93638,93638,74,142,710000,16025,29921
2023,Dupatta,40311,0.0,80622,40311,137,140,700000,16061,17780
2020,Dupatta,74478,0.0,148956,74478,107,244,1220000,14240,28072
2021,Saree,54920,0.0,109840,54920,84,162,810000,24880,25477
2020,Lehenga,28738,0.0,57476,28738,48,245,1225000,36944,21219
2021,Pants,0,49338.0,59253,59253,90,171,855000,43939,27027
2021,Dupatta,82232,0.0,164464,82232,53,102,510000,37329,14974
2022,Saree,25474,0.0,50948,25474,148,153,765000,21151,22392
2021,Pants,79026,0.0,158052,79026,108,218,1090000,42712,25184
2020,Lehenga,0,37468.0,57525,57525,95,241,1205000,36240,29003
2020,Kurta,70974,0.0,141948,70974,130,133,665000,12722,26938
2023,Lehenga,44144,0.0,88288,44144,50,226,1130000,34017,16069
2020,Lehenga,0,40928.0,63553,63553,69,225,1125000,18874,28227
2023,Pants,72273,0.0,144546,72273,140,100,500000,38484,26916
2021,Pants,0,34790.0,86264,86264,78,275,1375000,27893,17831
2020,Shirt,77993,0.0,155986,77993,137,198,990000,45031,29876
2021,Shirt,45223,0.0,90446,45223,63,109,545000,49654,10633
2020,Pants,41865,0.0,83730,41865,119,182,910000,12284,29666
2020,Pants,94108,0.0,188216,94108,97,238,1190000,25542,28564
2023,Kurta,83649,0.0,167298,83649,69,218,1090000,29343,27340
2021,Kurta,63026,0.0,126052,63026,63,226,1130000,46034,27707
2020,Lehenga,79207,0.0,158414,79207,106,198,990000,35849,21653
2022,Dupatta,46866,0.0,93732,46866,68,165,825000,16215,29440
2021,Kurta,32416,0.0,64832,32416,81,102,510000,28399,19549
2021,Lehenga,45775,0.0,91550,45775,115,242,1210000,19143,21840
2021,Saree,49080,0.0,98160,49080,101,158,790000,34047,12718
2023,Shirt,90423,0.0,180846,90423,66,204,1020000,37600,23238
2022,Dupatta,39374,0.0,78748,39374,68,291,1455000,18346,29756
2021,Lehenga,0,31114.0,54222,54222,105,274,1370000,41769,14209
2020,Pants,0,39094.0,75702,75702,96,191,955000,17564,13657
2020,Saree,0,12120.0,60716,60716,100,229,1145000,49120,29254
2023,Shirt,44002,0.0,88004,44002,68,257,1285000,35308,18251
2020,Saree,42972,0.0,85944,42972,143,265,1325000,23133,10926
2021,Lehenga,86153,0.0,172306,86153,96,104,520000,13044,22240
2020,Kurta,0,45638.0,72963,72963,112,233,1165000,40972,18486
2021,Shirt,26309,0.0,52618,26309,94,232,1160000,44219,10615
2020,Saree,88326,0.0,176652,88326,83,111,555000,17087,27967
2022,Kurta,27826,0.0,55652,27826,67,231,1155000,44056,20319
2023,Dupatta,32134,0.0,64268,32134,76,251,1255000,29631,13855
2023,Lehenga,39693,0.0,79386,39693,62,252,1260000,27759,13507
2022,Lehenga,24054,0.0,48108,24054,116,125,625000,47047,24708
2022,Shirt,0,10785.0,71888,71888,108,154,770000,33875,18538
2023,Saree,35569,0.0,71138,35569,135,225,1125000,30357,21701
2022,Dupatta,52227,0.0,104454,52227,131,145,725000,14594,15256
2021,Pants,26508,0.0,53016,26508,97,273,1365000,37840,13224
2020,Shirt,0,10937.0,54180,54180,118,142,710000,10999,22631
2023,Pants,0,39969.0,51382,51382,127,287,1435000,41205,28489
2022,Shirt,44520,0.0,89040,44520,71,260,1300000,16338,26603
2021,Saree,97424,0.0,194848,97424,124,120,600000,28426,24763
2023,Dupatta,50932,0.0,101864,50932,108,264,1320000,43812,11200
2022,Saree,39734,0.0,79468,39734,140,111,555000,37981,25841
2023,Lehenga,89363,0.0,178726,89363,75,200,1000000,14893,15834
2022,Pants,70555,0.0,141110,70555,131,248,1240000,32072,24838
2023,Kurta,36257,0.0,72514,36257,71,240,1200000,19270,24957
2021,Lehenga,0,38287.0,64362,64362,98,216,1080000,23313,16053
2021,Lehenga,36793,0.0,73586,36793,99,132,660000,36133,10704
2020,Pants,54684,0.0,109368,54684,126,297,1485000,15260,14944
2023,Shirt,0,45880.0,54167,54167,119,175,875000,44904,23296
2020,Lehenga,22859,0.0,45718,22859,113,288,1440000,12927,14048
2023,Dupatta,59840,0.0,119680,59840,132,219,1095000,11834,25369
2022,Lehenga,0,26297.0,88313,88313,66,257,1285000,39679,29945
2022,Dupatta,0,32816.0,80287,80287,138,136,680000,24921,12929
2020,Saree,93750,0.0,187500,93750,145,181,905000,30784,12451
2023,Shirt,61704,0.0,123408,61704,148,243,1215000,23476,11247
2020,Dupatta,86137,0.0,172274,86137,63,144,720000,17384,27154
2021,Lehenga,80379,0.0,160758,80379,126,298,1490000,26162,28979
2020,Shirt,44318,0.0,88636,44318,106,228,1140000,41250,14356
2020,Shirt,83956,0.0,167912,83956,75,280,1400000,14379,23058
2022,Dupatta,25274,0.0,50548,25274,148,127,635000,13954,13427
2020,Dupatta,38226,0.0,76452,38226,53,280,1400000,11962,12373
2023,Kurta,63634,0.0,127268,63634,107,143,715000,29832,21238
2022,Kurta,84501,0.0,169002,84501,83,166,830000,46335,22515
2020,Shirt,39046,0.0,78092,39046,87,206,1030000,29278,20839
2021,Pants,94210,0.0,188420,94210,145,266,1330000,22127,29758
2020,Pants,0,14534.0,65581,65581,71,109,545000,45778,21556
2020,Kurta,31503,0.0,63006,31503,123,150,750000,13863,26391
2020,Lehenga,68392,0.0,136784,68392,56,208,1040000,26073,16768
2022,Saree,81472,0.0,162944,81472,132,241,1205000,21647,27452
2023,Shirt,90904,0.0,181808,90904,96,178,890000,10556,24793
2021,Saree,65335,0.0,130670,65335,78,233,1165000,30184,18713
2020,Kurta,42487,0.0,84974,42487,71,266,1330000,25334,16485
2023,Dupatta,0,19529.0,76194,76194,107,179,895000,14725,20471
2023,Shirt,95927,0.0,191854,95927,127,181,905000,11851,15598
2022,Kurta,29874,0.0,59748,29874,147,198,990000,20611,28699
2021,Lehenga,0,32013.0,98721,98721,145,275,1375000,25819,18940
2022,Shirt,73948,0.0,147896,73948,41,252,1260000,49043,23575
2023,Shirt,23608,0.0,47216,23608,117,219,1095000,42467,21564
2023,Pants,0,40089.0,78823,78823,143,132,660000,17454,26256
2023,Dupatta,73912,0.0,147824,73912,81,182,910000,25506,20905
2022,Shirt,47546,0.0,95092,47546,77,201,1005000,30227,20581
2021,Dupatta,88203,0.0,176406,88203,94,174,870000,16437,22394
2020,Kurta,82496,0.0,164992,82496,94,219,1095000,38704,13895
2022,Lehenga,75186,0.0,150372,75186,73,294,1470000,23159,29809
2023,Lehenga,62346,0.0,124692,62346,85,201,1005000,24303,20698
2022,Shirt,0,16171.0,59427,59427,82,164,820000,48860,12680
2023,Shirt,45720,0.0,91440,45720,41,267,1335000,19330,29632
2020,Kurta,63023,0.0,126046,63023,75,124,620000,10160,14038
2020,Pants,57602,0.0,115204,57602,109,156,780000,26178,19609
2021,Pants,0,27874.0,60822,60822,75,259,1295000,14414,20821
2023,Pants,35050,0.0,70100,35050,61,145,725000,29340,25070
2021,Dupatta,71315,0.0,142630,71315,108,199,995000,32579,10259
2021,Pants,72164,0.0,144328,72164,77,231,1155000,26220,26660
2020,Lehenga,50134,0.0,100268,50134,144,218,1090000,18243,19001
2022,Dupatta,35640,0.0,71280,35640,93,250,1250000,14705,14560
2022,Kurta,0,48809.0,86751,86751,61,179,895000,25804,17539
2021,Lehenga,34284,0.0,68568,34284,114,174,870000,28128,13326
2020,Lehenga,80526,0.0,161052,80526,146,249,1245000,26093,24033
2023,Saree,23423,0.0,46846,23423,70,202,1010000,41034,29318
2022,Kurta,48577,0.0,97154,48577,92,225,1125000,21902,24987
2021,Kurta,78900,0.0,157800,78900,145,132,660000,47700,13358
2022,Saree,87868,0.0,175736,87868,132,140,700000,11149,25033
2022,Dupatta,26066,0.0,52132,26066,98,289,1445000,12559,21983
2023,Pants,77888,0.0,155776,77888,136,265,1325000,20369,24376
2020,Pants,28583,0.0,57166,28583,125,283,1415000,43835,28543
2023,Pants,58057,0.0,116114,58057,88,162,810000,28213,12763
2020,Pants,0,31153.0,74121,74121,66,184,920000,47051,24192
2022,Pants,46564,0.0,93128,46564,111,282,1410000,43690,13276
2021,Saree,81429,0.0,162858,81429,96,278,1390000,33130,24974
2023,Kurta,48941,0.0,97882,48941,45,189,945000,27934,10460
2020,Dupatta,75511,0.0,151022,75511,85,164,820000,45750,18737
2022,Lehenga,57962,0.0,115924,57962,64,204,1020000,12044,24292
2020,Pants,58573,0.0,117146,58573,137,156,780000,48581,14139
2020,Saree,45692,0.0,91384,45692,48,185,925000,38990,24076
2020,Dupatta,78420,0.0,156840,78420,103,254,1270000,49865,27742
2022,Dupatta,0,49157.0,56200,56200,139,284,1420000,11597,15467
2021,Dupatta,65680,0.0,131360,65680,70,282,1410000,12321,21653
2021,Saree,26393,0.0,52786,26393,58,171,855000,40648,13556
2021,Lehenga,53488,0.0,106976,53488,104,181,905000,36597,24119
2020,Pants,41459,0.0,82918,41459,127,103,515000,44085,19477
2022,Dupatta,32554,0.0,65108,32554,137,164,820000,38051,18148
2020,Saree,57867,0.0,115734,57867,56,283,1415000,41477,22755
2021,Kurta,98104,0.0,196208,98104,73,280,1400000,41657,24636
2021,Saree,65015,0.0,130030,65015,138,143,715000,30681,27594
2022,Saree,0,38429.0,64761,64761,75,115,575000,27941,21741
2020,Saree,25305,0.0,50610,25305,52,193,965000,38374,23801
2023,Dupatta,0,16641.0,72126,72126,98,122,610000,11069,20725
2023,Saree,52740,0.0,105480,52740,128,258,1290000,43265,19140
2021,Kurta,44118,0.0,88236,44118,115,255,1275000,10104,22954
2022,Dupatta,26674,0.0,53348,26674,60,277,1385000,15042,17543
2020,Kurta,62331,0.0,124662,62331,140,200,1000000,30419,25556
2020,Shirt,0,33539.0,73095,73095,149,115,575000,47972,24895
2021,Saree,36217,0.0,72434,36217,141,140,700000,33349,18183
2021,Pants,87541,0.0,175082,87541,104,236,1180000,41627,15368
2020,Pants,34602,0.0,69204,34602,45,101,505000,49202,10231
2020,Dupatta,33987,0.0,67974,33987,148,209,1045000,49250,13534
2021,Pants,69915,0.0,139830,69915,148,142,710000,42264,11646
2020,Dupatta,33543,0.0,67086,33543,50,165,825000,47397,20568
2023,Saree,47944,0.0,95888,47944,119,195,975000,14647,24190
2021,Lehenga,78241,0.0,156482,78241,61,176,880000,40627,27176
2020,Lehenga,29144,0.0,58288,29144,149,276,1380000,17540,12790
2021,Kurta,58459,0.0,116918,58459,50,224,1120000,36075,18278
2022,Saree,0,35367.0,76123,76123,76,196,980000,42424,12027
2021,Pants,50741,0.0,101482,50741,65,120,600000,33774,25982
2021,Saree,90015,0.0,180030,90015,96,246,1230000,23300,12446
2022,Shirt,89734,0.0,179468,89734,65,211,1055000,42376,16889
2023,Lehenga,94627,0.0,189254,94627,145,156,780000,27998,27807
2020,Pants,89741,0.0,179482,89741,60,176,880000,20636,24797
2022,Lehenga,89177,0.0,178354,89177,96,159,795000,42866,26464
2021,Saree,23543,0.0,47086,23543,65,246,1230000,44274,20953
2020,Pants,0,31726.0,63319,63319,54,198,990000,46243,20332
2022,Kurta,76395,0.0,152790,76395,142,291,1455000,39930,21113
2020,Saree,80434,0.0,160868,80434,102,134,670000,13257,27464
2020,Kurta,0,14677.0,65590,65590,74,225,1125000,22566,23834
2022,Pants,26116,0.0,52232,26116,50,260,1300000,41412,28938
2020,Lehenga,75485,0.0,150970,75485,112,166,830000,24116,10719
2023,Shirt,86297,0.0,172594,86297,145,186,930000,41507,19818
2022,Dupatta,22407,0.0,44814,22407,126,147,735000,43003,16764
2023,Lehenga,51594,0.0,103188,51594,107,287,1435000,14753,13354
2021,Kurta,86421,0.0,172842,86421,133,144,720000,14163,20444
2020,Saree,55411,0.0,110822,55411,131,174,870000,36556,24807
2021,Pants,96661,0.0,193322,96661,128,167,835000,17111,26648
2021,Lehenga,0,15139.0,96265,96265,125,295,1475000,19391,19132
2020,Shirt,46238,0.0,92476,46238,128,242,1210000,18808,26647
2022,Pants,61703,0.0,123406,61703,129,191,955000,20145,21255
2020,Kurta,55196,0.0,110392,55196,89,171,855000,19009,25825
2021,Pants,97221,0.0,194442,97221,68,197,985000,42820,19824
2021,Pants,0,34696.0,52184,52184,149,114,570000,15386,14102
2022,Saree,35772,0.0,71544,35772,103,250,1250000,23003,21852
2020,Dupatta,85270,0.0,170540,85270,80,287,1435000,29487,25487
2021,Kurta,96169,0.0,192338,96169,135,190,950000,42958,26782
2023,Saree,43492,0.0,86984,43492,65,241,1205000,19910,18375
2021,Dupatta,0,30513.0,72701,72701,67,216,1080000,35406,16583
2021,Saree,70338,0.0,140676,70338,123,101,505000,46240,12852
2022,Dupatta,84551,0.0,169102,84551,87,224,1120000,48041,25592
2023,Dupatta,56855,0.0,113710,56855,105,142,710000,28482,24812
2021,Dupatta,0,21157.0,57003,57003,62,170,850000,45353,28792
2021,Saree,88367,0.0,176734,88367,78,243,1215000,20517,14403
2023,Pants,40045,0.0,80090,40045,108,185,925000,10450,16889
2020,Dupatta,96591,0.0,193182,96591,60,127,635000,24174,10606
2020,Pants,44318,0.0,88636,44318,125,259,1295000,30813,19261
2021,Kurta,78458,0.0,156916,78458,88,170,850000,41953,27733
2021,Shirt,33795,0.0,67590,33795,114,206,1030000,18956,17626
2020,Pants,74524,0.0,149048,74524,133,229,1145000,43249,16358
2022,Shirt,41747,0.0,83494,41747,131,299,1495000,25038,21078
2023,Dupatta,67373,0.0,134746,67373,75,106,530000,24480,18632
2023,Shirt,51560,0.0,103120,51560,120,137,685000,14648,18771
2022,Shirt,0,22832.0,91178,91178,124,275,1375000,26459,11323
2022,Dupatta,53831,0.0,107662,53831,76,206,1030000,26166,27693
2022,Pants,0,46460.0,90198,90198,139,185,925000,39344,22926
2022,Dupatta,43043,0.0,86086,43043,128,181,905000,20527,25745
2022,Kurta,85322,0.0,170644,85322,127,172,860000,39844,21731
2022,Lehenga,72900,0.0,145800,72900,133,101,505000,11460,28925
2023,Saree,0,18205.0,87118,87118,81,141,705000,23377,19960
2022,Dupatta,55500,0.0,111000,55500,101,269,1345000,21440,18717
2020,Dupatta,21872,0.0,43744,21872,138,180,900000,11998,19829
2022,Shirt,57488,0.0,114976,57488,124,247,1235000,45358,28582
2022,Kurta,87505,0.0,175010,87505,45,105,525000,34774,23178
2023,Shirt,45460,0.0,90920,45460,124,238,1190000,20659,11201
2023,Pants,0,15425.0,75387,75387,47,296,1480000,11097,24278
2022,Dupatta,31870,0.0,63740,31870,108,173,865000,46262,27952
2023,Dupatta,0,13900.0,96666,96666,79,139,695000,12141,29411
2021,Shirt,0,21811.0,89135,89135,49,227,1135000,16503,26392
2023,Dupatta,41826,0.0,83652,41826,70,135,675000,36884,15470
2023,Pants,94215,0.0,188430,94215,69,202,1010000,45540,16919
2023,Lehenga,33427,0.0,66854,33427,90,278,1390000,43085,26586
2023,Saree,84442,0.0,168884,84442,124,146,730000,27751,20502
2020,Saree,0,18462.0,79554,79554,75,197,985000,17021,29440
2020,Saree,44271,0.0,88542,44271,100,244,1220000,13311,22852
2020,Lehenga,83572,0.0,167144,83572,66,125,625000,19850,22814
2022,Dupatta,36631,0.0,73262,36631,141,280,1400000,40372,13531
2022,Shirt,39887,0.0,79774,39887,74,226,1130000,40271,17367
2021,Kurta,45259,0.0,90518,45259,99,147,735000,35018,25396
2020,Dupatta,77987,0.0,155974,77987,71,126,630000,18800,18141
2022,Lehenga,69630,0.0,139260,69630,129,145,725000,43860,26218
2023,Pants,0,48381.0,77781,77781,43,166,830000,13784,27998
2023,Lehenga,98191,0.0,196382,98191,130,222,1110000,42390,23267
2020,Saree,69060,0.0,138120,69060,139,246,1230000,29241,10661
2021,Dupatta,0,39134.0,92146,92146,140,171,855000,11944,20217
2021,Saree,40836,0.0,81672,40836,66,180,900000,45639,23744
2023,Kurta,86904,0.0,173808,86904,86,164,820000,19134,22835
2021,Pants,64456,0.0,128912,64456,45,170,850000,41595,26477
2020,Saree,0,26906.0,84501,84501,121,135,675000,16604,16619
2023,Kurta,97735,0.0,195470,97735,65,166,830000,19649,22453
2022,Lehenga,31569,0.0,63138,31569,147,182,910000,35940,27447
2022,Saree,0,12817.0,62988,62988,63,269,1345000,12138,19279
2021,Saree,0,14950.0,66456,66456,110,166,830000,18480,15571
2023,Shirt,41649,0.0,83298,41649,83,197,985000,33321,24093
2023,Pants,0,45607.0,88885,88885,53,168,840000,16115,13044
2022,Pants,36551,0.0,73102,36551,52,276,1380000,46112,24717
2023,Lehenga,43826,0.0,87652,43826,65,136,680000,33532,14370
2023,Shirt,44729,0.0,89458,44729,82,145,725000,17681,28556
2023,Kurta,71696,0.0,143392,71696,82,155,775000,14686,25987
2021,Kurta,23868,0.0,47736,23868,105,218,1090000,49467,27513
2023,Lehenga,0,34273.0,55042,55042,149,162,810000,22835,25850
2020,Pants,58718,0.0,117436,58718,126,177,885000,25281,29156
2021,Kurta,52353,0.0,104706,52353,67,129,645000,34298,13648
2023,Lehenga,0,17491.0,79214,79214,40,195,975000,26607,16200
2023,Kurta,50653,0.0,101306,50653,135,162,810000,38226,13351
2020,Dupatta,34141,0.0,68282,34141,51,214,1070000,11521,10613
2021,Saree,31537,0.0,63074,31537,149,208,1040000,48816,14267
2022,Pants,50401,0.0,100802,50401,89,175,875000,47912,17272
2022,Dupatta,47387,0.0,94774,47387,92,253,1265000,14772,24275
2021,Lehenga,26630,0.0,53260,26630,99,122,610000,16307,18197
2023,Lehenga,63461,0.0,126922,63461,94,212,1060000,41010,23345
2023,Dupatta,64293,0.0,128586,64293,74,247,1235000,22050,29352
2022,Saree,0,18014.0,58061,58061,100,201,1005000,20284,21893
2022,Saree,0,17691.0,99782,99782,65,145,725000,22655,28903
2022,Shirt,28629,0.0,57258,28629,70,258,1290000,10736,19823
2020,Kurta,83444,0.0,166888,83444,96,294,1470000,39594,21988
2022,Shirt,28360,0.0,56720,28360,51,248,1240000,33362,10555
2020,Saree,32011,0.0,64022,32011,132,150,750000,43801,21105
2021,Dupatta,0,10442.0,61034,61034,44,266,1330000,26244,22892
2023,Kurta,56069,0.0,112138,56069,138,162,810000,16663,14342
2022,Dupatta,73270,0.0,146540,73270,46,168,840000,23345,16916
2023,Shirt,31227,0.0,62454,31227,55,119,595000,28665,18508
2023,Lehenga,0,32778.0,71987,71987,135,218,1090000,17348,18945
2022,Dupatta,81720,0.0,163440,81720,91,122,610000,48801,25707
2022,Shirt,64550,0.0,129100,64550,120,269,1345000,14619,21338
2021,Shirt,88305,0.0,176610,88305,60,230,1150000,20566,28671
2020,Shirt,96028,0.0,192056,96028,66,126,630000,43281,28658
